id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
1,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2538,Super Luxury (Non AC Seater 2+2 Push Back),00:15,04h 00m,04:15,3.8,281,34
2,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2837,Super Luxury (Non AC Seater 2+2 Push Back),00:30,03h 00m,03:30,4.4,281,34
3,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23551,Super Luxury (Non AC Seater 2+2 Push Back),00:45,04h 00m,04:45,2.9,281,34
4,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2536,INDRA(A.C. Seater),01:15,03h 15m,04:30,3.7,340,36
5,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23537,Super Luxury (Non AC Seater 2+2 Push Back),01:30,04h 00m,05:30,4.7,281,32
6,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3712,Super Luxury (Non AC Seater 2+2 Push Back),01:45,04h 10m,05:55,3.8,281,31
7,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24263,Super Luxury (Non AC Seater 2+2 Push Back),02:00,03h 00m,05:00,3.8,281,34
8,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 98662,Super Luxury (Non AC Seater 2+2 Push Back),02:05,03h 45m,05:50,3.8,281,27
9,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3714,Super Luxury (Non AC Seater 2+2 Push Back),03:25,03h 55m,07:20,3.8,281,31
10,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2651,Super Luxury (Non AC Seater 2+2 Push Back),04:00,03h 00m,07:00,3.7,281,33
11,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2653,Super Luxury (Non AC Seater 2+2 Push Back),04:40,03h 00m,07:40,3.3,281,32
12,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2855,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,04h 30m,09:30,4.1,269,34
13,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2214,Super Luxury (Non AC Seater 2+2 Push Back),05:15,04h 00m,09:15,4.3,281,33
14,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2659,INDRA(A.C. Seater),05:20,03h 00m,08:20,4.3,340,36
15,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23547,Super Luxury (Non AC Seater 2+2 Push Back),05:45,04h 00m,09:45,3.7,281,34
16,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2889,Super Luxury (Non AC Seater 2+2 Push Back),06:00,03h 00m,09:00,3.5,281,34
17,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2530,Super Luxury (Non AC Seater 2+2 Push Back),06:15,04h 00m,10:15,3.5,281,34
18,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3328,Super Luxury (Non AC Seater 2+2 Push Back),06:30,04h 00m,10:30,3.1,281,34
19,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2657,Super Luxury (Non AC Seater 2+2 Push Back),06:40,03h 00m,09:40,3.8,281,33
20,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23889,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:00,03h 40m,10:40,3.8,269,35
21,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3330,Super Luxury (Non AC Seater 2+2 Push Back),07:00,04h 00m,11:00,3.8,281,31
22,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2655,INDRA(A.C. Seater),07:20,03h 00m,10:20,4.2,340,35
23,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24267,Super Luxury (Non AC Seater 2+2 Push Back),07:45,03h 45m,11:30,3.8,281,34
24,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23891,Super Luxury (Non AC Seater 2+2 Push Back),08:00,03h 20m,11:20,3.8,281,32
25,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2661,Super Luxury (Non AC Seater 2+2 Push Back),08:00,03h 00m,11:00,3.4,281,34
26,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3235,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",08:25,04h 15m,12:40,3.8,239,35
27,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2663,Super Luxury (Non AC Seater 2+2 Push Back),08:40,03h 00m,11:40,3.6,281,34
28,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2578,Super Luxury (Non AC Seater 2+2 Push Back),08:45,03h 45m,12:30,3.8,281,34
29,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2580,Super Luxury (Non AC Seater 2+2 Push Back),09:00,03h 30m,12:30,3.8,281,34
30,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2767,Super Luxury (Non AC Seater 2+2 Push Back),09:00,04h 45m,13:45,4.5,281,33
31,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2665,Super Luxury (Non AC Seater 2+2 Push Back),09:20,03h 00m,12:20,4.1,281,34
32,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2407,INDRA(A.C. Seater),09:30,03h 30m,13:00,4.6,340,36
33,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3097,Super Luxury (Non AC Seater 2+2 Push Back),09:45,04h 22m,14:07,3.8,250,31
34,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3334,Super Luxury (Non AC Seater 2+2 Push Back),10:00,03h 01m,13:01,3.4,281,34
35,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10,03h 30m,13:40,3.8,281,37
36,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 8308,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:15,03h 30m,13:45,3.1,239,35
37,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27085,METRO LUXURY A/C,10:20,04h 10m,14:30,4.4,383,29
38,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2531,Super Luxury (Non AC Seater 2+2 Push Back),10:30,04h 00m,14:30,3.8,281,34
39,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23531,Super Luxury (Non AC Seater 2+2 Push Back),10:50,04h 10m,15:00,3.8,281,34
40,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3322,Super Luxury (Non AC Seater 2+2 Push Back),11:10,04h 05m,15:15,3.8,281,34
41,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4862,Super Luxury (Non AC Seater 2+2 Push Back),11:15,03h 45m,15:00,3.8,281,34
42,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3338,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:20,03h 01m,14:21,3.9,281,36
43,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2835,Super Luxury (Non AC Seater 2+2 Push Back),12:00,03h 50m,15:50,3.8,281,34
44,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4985,Super Luxury (Non AC Seater 2+2 Push Back),12:15,03h 30m,15:45,3.8,281,34
45,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2539,Super Luxury (Non AC Seater 2+2 Push Back),12:30,03h 45m,16:15,3.3,281,34
46,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27153,METRO LUXURY A/C,12:45,03h 05m,15:50,4.4,383,20
47,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24277,Super Luxury (Non AC Seater 2+2 Push Back),13:00,03h 30m,16:30,3.8,281,34
48,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2540,Super Luxury (Non AC Seater 2+2 Push Back),13:15,04h 00m,17:15,3.2,281,34
49,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2817,Super Luxury (Non AC Seater 2+2 Push Back),13:30,03h 00m,16:30,3.6,281,31
50,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4929,Super Luxury (Non AC Seater 2+2 Push Back),13:30,04h 10m,17:40,3.8,281,33
51,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3416,Super Luxury (Non AC Seater 2+2 Push Back),14:00,04h 00m,18:00,4.3,281,34
52,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2667,Super Luxury (Non AC Seater 2+2 Push Back),14:00,03h 00m,17:00,4.1,281,23
53,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24265,Super Luxury (Non AC Seater 2+2 Push Back),14:10,03h 20m,17:30,2.6,281,34
54,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23567,INDRA(A.C. Seater),14:20,03h 10m,17:30,3.8,340,33
55,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2819,INDRA(A.C. Seater),14:30,03h 00m,17:30,3.0,340,35
56,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23549,Super Luxury (Non AC Seater 2+2 Push Back),14:45,04h 00m,18:45,1.8,281,34
57,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2669,Super Luxury (Non AC Seater 2+2 Push Back),15:00,03h 00m,18:00,3.3,281,34
58,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2532,Super Luxury (Non AC Seater 2+2 Push Back),15:10,04h 05m,19:15,2.3,281,34
59,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3474,Super Luxury (Non AC Seater 2+2 Push Back),15:20,04h 10m,19:30,3.8,281,34
60,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2689,Super Luxury (Non AC Seater 2+2 Push Back),15:30,03h 00m,18:30,3.5,281,33
61,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4909,INDRA(A.C. Seater),15:30,03h 10m,18:40,3.5,340,16
62,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24279,Super Luxury (Non AC Seater 2+2 Push Back),15:40,03h 50m,19:30,3.8,281,34
63,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27129,METRO LUXURY A/C,16:00,03h 05m,19:05,4.2,383,28
64,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2524,Super Luxury (Non AC Seater 2+2 Push Back),16:15,04h 00m,20:15,3.8,281,34
65,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2695,Super Luxury (Non AC Seater 2+2 Push Back),16:30,03h 00m,19:30,3.1,281,33
66,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3406,Super Luxury (Non AC Seater 2+2 Push Back),16:45,03h 45m,20:30,3.8,281,34
67,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2891,INDRA(A.C. Seater),17:00,03h 00m,20:00,3.5,340,34
68,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2534,Super Luxury (Non AC Seater 2+2 Push Back),17:15,04h 00m,21:15,4.3,281,34
69,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2815,Super Luxury (Non AC Seater 2+2 Push Back),17:30,03h 00m,20:30,3.4,281,25
70,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23527,Super Luxury (Non AC Seater 2+2 Push Back),17:45,04h 00m,21:45,3.8,281,34
71,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27083,METRO LUXURY A/C,18:00,02h 50m,20:50,4.0,383,23
72,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3332,Super Luxury (Non AC Seater 2+2 Push Back),18:00,04h 00m,22:00,1.8,281,34
73,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2857,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",18:15,05h 15m,23:30,3.8,269,35
74,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2869,Super Luxury (Non AC Seater 2+2 Push Back),18:30,03h 00m,21:30,3.7,281,34
75,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3324,Super Luxury (Non AC Seater 2+2 Push Back),19:00,04h 30m,23:30,3.3,281,31
76,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24275,Super Luxury (Non AC Seater 2+2 Push Back),19:20,03h 30m,22:50,3.8,281,34
77,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27133,METRO LUXURY A/C,19:40,03h 05m,22:45,4.3,383,26
78,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27093,METRO LUXURY A/C,20:20,03h 50m,00:10,4.2,383,29
79,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2217,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03h 30m,00:00,3.7,281,34
80,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3104,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04h 22m,01:22,3.8,250,29
81,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3189,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:20,03h 55m,01:15,3.8,239,35
82,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4870,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04h 15m,02:00,3.8,281,34
83,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3326,Super Luxury (Non AC Seater 2+2 Push Back),21:50,04h 10m,02:00,2.7,281,34
84,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3354,Super Luxury (Non AC Seater 2+2 Push Back),22:00,03h 10m,01:10,3.9,281,34
85,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24281,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04h 15m,02:15,3.8,281,34
86,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23887,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,03h 50m,02:00,3.8,269,35
87,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3438,Super Luxury (Non AC Seater 2+2 Push Back),22:40,03h 10m,01:50,4.9,281,2
88,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2765,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04h 15m,03:00,3.8,281,28
89,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4872,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04h 15m,03:15,3.8,281,7
90,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2405,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04h 00m,03:00,4.3,281,34
91,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2851,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04h 20m,03:50,3.8,281,32
92,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23539,Super Luxury (Non AC Seater 2+2 Push Back),23:35,03h 55m,03:30,4.0,281,34
93,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3472,INDRA(A.C. Seater),23:40,03h 20m,03:00,4.1,340,37
94,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Sai RK Travels,Non A/C Seater / Sleeper (2+1),02:25,27h 05m,05:30,3.4,650,29
95,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),02:30,03h 20m,05:50,3.4,599,19
96,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Navayuga Travels,A/C Sleeper (2+1),01:40,03h 20m,05:00,3.5,1190,30
97,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Sai Sree Travels,A/C Sleeper (2+1),00:50,02h 55m,03:45,2.9,890,15
98,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5118,Super Luxury (Non AC Seater 2+2 Push Back),01:30,02h 50m,04:20,3.0,277,25
99,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9035,Express(Non AC Seater),04:00,03h 00m,07:00,4.1,186,45
100,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9057,Express(Non AC Seater),04:30,03h 15m,07:45,3.8,186,45
101,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9129,Express(Non AC Seater),05:00,03h 25m,08:25,4.1,186,40
102,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9037,Express(Non AC Seater),05:30,03h 25m,08:55,4.0,186,45
103,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5650,Express(Non AC Seater),06:00,04h 25m,10:25,3.6,186,46
104,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47053,Express(Non AC Seater),07:30,03h 20m,10:50,3.7,186,46
105,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5753,Express(Non AC Seater),08:45,03h 25m,12:10,4.0,186,41
106,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5671,Express(Non AC Seater),10:30,03h 25m,13:55,4.1,186,45
107,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9045,Express(Non AC Seater),11:00,03h 25m,14:25,4.5,186,44
108,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5514,Express(Non AC Seater),11:20,04h 25m,15:45,4.0,186,28
109,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5647,Express(Non AC Seater),12:00,03h 25m,15:25,3.6,186,47
110,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9043,Express(Non AC Seater),12:30,03h 20m,15:50,4.0,186,44
111,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9019,Express(Non AC Seater),12:45,04h 25m,17:10,4.4,186,47
112,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5390,Super Luxury (Non AC Seater 2+2 Push Back),14:00,03h 45m,17:45,4.5,256,30
113,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47224,Express(Non AC Seater),14:45,03h 20m,18:05,4.2,186,42
114,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9047,Express(Non AC Seater),15:30,03h 25m,18:55,4.1,186,43
115,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9007,Express(Non AC Seater),15:45,04h 00m,19:45,3.8,186,42
116,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47236,Express(Non AC Seater),16:15,04h 05m,20:20,4.4,186,45
117,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9011,Express(Non AC Seater),16:30,03h 45m,20:15,4.1,186,45
118,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9049,Express(Non AC Seater),17:15,03h 25m,20:40,4.1,186,45
119,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9888,Express(Non AC Seater),18:45,04h 05m,22:50,3.4,186,47
120,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9003,Express(Non AC Seater),20:00,04h 25m,00:25,4.7,186,46
121,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9041,Express(Non AC Seater),21:00,04h 25m,01:25,3.5,186,47
122,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9061,Express(Non AC Seater),21:45,03h 25m,01:10,3.8,186,45
123,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5524,Express(Non AC Seater),22:45,04h 10m,02:55,4.2,186,46
124,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9080,Express(Non AC Seater),23:15,03h 25m,02:40,4.1,186,42
125,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5528,Super Luxury (Non AC Seater 2+2 Push Back),23:59,05h 16m,05:15,4.4,304,28
126,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),00:30,04h 40m,05:10,3.5,332,39
127,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),00:30,05h 30m,06:00,3.2,399,27
128,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),00:40,04h 35m,05:15,4.6,399,38
129,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,RK Travels,A/C Seater / Sleeper (2+1),01:10,04h 50m,06:00,3.2,499,28
130,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),01:40,03h 00m,04:40,3.7,189,35
131,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),01:50,03h 10m,05:00,3.4,349,36
132,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater/Sleeper (2+1),02:30,03h 00m,05:30,3.7,430,25
